2.3713 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
20.8953 	EXP 	cue_left: autoDraw = True
22.9122 	EXP 	cue_right: autoDraw = False
22.9122 	EXP 	cue_left: autoDraw = False
22.9122 	EXP 	cross2: autoDraw = True
32.8874 	EXP 	New trial (rep=1, index=0): None
32.8957 	EXP 	cross2: autoDraw = False
32.8957 	EXP 	new_trial_text: autoDraw = False
32.8957 	EXP 	cross: autoDraw = False
32.8957 	EXP 	cue_right: autoDraw = False
32.8957 	EXP 	cue_left: autoDraw = False
32.8957 	EXP 	cross2: autoDraw = False
32.8957 	EXP 	new_trial_text: autoDraw = True
33.3825 	EXP 	new_trial_text: autoDraw = False
33.8791 	EXP 	cross: autoDraw = True
35.8791 	EXP 	cross: autoDraw = False
36.8825 	EXP 	cue_right: autoDraw = True
36.8825 	EXP 	cue_left: autoDraw = True
38.8831 	EXP 	cue_right: autoDraw = False
38.8831 	EXP 	cue_left: autoDraw = False
38.8831 	EXP 	cross2: autoDraw = True
45.0838 	DATA 	Keypress: escape
45.1816 	EXP 	window1: mouseVisible = True
