2.3402 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
18.1621 	EXP 	Created sequence: sequential, trialTypes=1, nReps=8, seed=None
18.1623 	EXP 	New trial (rep=0, index=0): None
18.1625 	EXP 	Created sequence: sequential, trialTypes=1, nReps=10, seed=None
18.1627 	EXP 	New trial (rep=0, index=0): None
18.5443 	EXP 	new_trial_text: autoDraw = True
18.6666 	EXP 	new_trial_text: autoDraw = False
19.1629 	EXP 	cross: autoDraw = True
21.1665 	EXP 	cross: autoDraw = False
22.1666 	EXP 	cue_right: autoDraw = True
24.1667 	EXP 	cue_right: autoDraw = False
24.1667 	EXP 	cross2: autoDraw = True
34.1669 	EXP 	cross2: autoDraw = False
34.1705 	EXP 	New trial (rep=1, index=0): None
34.1837 	EXP 	new_trial_text: autoDraw = False
34.1837 	EXP 	cross: autoDraw = False
34.1837 	EXP 	cue_right: autoDraw = False
34.1837 	EXP 	cue_left: autoDraw = False
34.1837 	EXP 	cross2: autoDraw = False
34.1837 	EXP 	new_trial_text: autoDraw = True
34.6636 	EXP 	new_trial_text: autoDraw = False
35.1669 	EXP 	cross: autoDraw = True
37.1670 	EXP 	cross: autoDraw = False
38.1670 	EXP 	cue_left: autoDraw = True
40.1640 	EXP 	cue_left: autoDraw = False
40.1640 	EXP 	cross2: autoDraw = True
50.1641 	EXP 	cross2: autoDraw = False
50.1662 	EXP 	New trial (rep=2, index=0): None
50.1839 	EXP 	new_trial_text: autoDraw = False
50.1839 	EXP 	cross: autoDraw = False
50.1839 	EXP 	cue_right: autoDraw = False
50.1839 	EXP 	cue_left: autoDraw = False
50.1839 	EXP 	cross2: autoDraw = False
50.1839 	EXP 	new_trial_text: autoDraw = True
50.6672 	EXP 	new_trial_text: autoDraw = False
51.1643 	EXP 	cross: autoDraw = True
53.1673 	EXP 	cross: autoDraw = False
54.1673 	EXP 	cue_left: autoDraw = True
56.1675 	EXP 	cue_left: autoDraw = False
56.1675 	EXP 	cross2: autoDraw = True
57.4676 	DATA 	Keypress: escape
57.6056 	EXP 	window1: mouseVisible = True
